"biz_rest.business_id" "biz_rest.stars" "biz_rest.longitude" "biz_rest.latitude" "biz_rest.state" "biz_rest.attributes..Take.out." "biz_rest.attributes..Takes.Reservations." "biz_rest.attributes..Wi.Fi." "biz_rest.attributes.Caters"
"20626" "PzQJMdqmvGftgFwitgU2oQ" 3.5 -115.241571725987 36.1446343232963 "NV" TRUE FALSE "free" TRUE
"20627" "XLezEM1hAnBT9uO-mIRZDA" 4.5 -111.9437771 33.3186906 "AZ" TRUE TRUE "paid" TRUE
"20628" "M2PCgCdlY4t-FwYnwLfuOA" 3.5 -111.9648884 33.6755797 "AZ" TRUE TRUE "free" TRUE
"20629" "0QUjIl8sGZsA0L1JCqVAgA" 3.5 -111.9257988 33.4925859 "AZ" TRUE TRUE "free" TRUE
"20635" "tpYibgxCfHlm9zP35oPjRA" 4 -73.46543 45.46194 "QC" TRUE TRUE "free" TRUE
"20636" "uVRZlamB2A4VMq6TU-QzzQ" 4 -115.1542695 36.1186973 "NV" TRUE TRUE "free" TRUE
"20637" "GmzpzmxinfLMw5OXQKFEBQ" 5 -111.989088 33.421587 "AZ" TRUE FALSE "no" FALSE
"20639" "v_8KtRQ1FneG7M-PzJof8w" 4.5 -73.5954601 45.5242631 "QC" TRUE TRUE "free" TRUE
"20641" "fB5vK2Cj2QknA8rcti-hAA" 2.5 -115.0629027 36.182261 "NV" TRUE FALSE "no" FALSE
"20642" "6Xrk-YCp_mOV-Zj8qhPHOQ" 4 -112.2378337 33.6304099 "AZ" TRUE TRUE "no" FALSE
"20643" "6dtTSBjc7rQBBZEtKsG2vg" 3.5 -112.271428218422 33.7113957058752 "AZ" TRUE FALSE "no" TRUE
"20644" "HhbkNBO8p5p_SRiTkIrqrQ" 3.5 -80.8543936736359 35.0073302096911 "SC" TRUE FALSE "free" TRUE
"20645" "Y20ujp5YGJP5P4aWt456Cw" 4 -80.938538 35.128079 "NC" TRUE TRUE "free" TRUE
"20646" "gpdBiTU4FWxBz4sAb9UW3g" 4.5 -112.0383926 33.5078944 "AZ" TRUE TRUE "free" TRUE
"20648" "6X9iyuM2XdoCGT4q9qv5cA" 4.5 -115.2074151 36.123621 "NV" TRUE TRUE "free" FALSE
"20649" "GpxGxY8Txj509bbQPCvNQg" 3.5 -88.239078 40.112801 "IL" TRUE TRUE "no" TRUE
"20650" "zxzoq5E2-r4e26kXgoierg" 4 -112.273984998465 33.4651843589917 "AZ" TRUE TRUE "no" TRUE
"20651" "7_TKgPJvmsm5sacsK3FhJA" 4 -73.5664347 45.5068341 "QC" TRUE TRUE "no" FALSE
"20655" "GH9msf27EzWgoNvH8c-1FQ" 4.5 -115.1519918 36.1524766 "NV" TRUE FALSE "no" TRUE
"20656" "fKOI-jyRDRroyB_2dq3cpw" 3 -115.1735983 36.1015871 "NV" TRUE FALSE "no" FALSE
"20657" "I9ou3EWN8rz9jva7eOWDhA" 3.5 -89.4600369 43.0716332 "WI" TRUE FALSE "no" FALSE
"20659" "PPdG4kk4TZS5l6y3rbWcjw" 4.5 -111.8426376 33.3272385 "AZ" TRUE FALSE "free" TRUE
"20660" "hZxylcIkPqvdqrBY5sC3wQ" 3.5 -112.5583833 33.4341599 "AZ" TRUE FALSE "no" FALSE
"20661" "CwGTrRzG6l_ExJeazxzyKA" 3.5 -115.1724261 36.1011972 "NV" TRUE FALSE "no" FALSE
"20665" "Q3QeCuNBTEQSqhmIaom8vg" 3.5 -115.2069805 35.995344 "NV" TRUE FALSE "no" FALSE
"20666" "H2AhZbhQ9CJ66MjzpSh-1g" 3.5 -80.5223045 43.4646939 "ON" TRUE TRUE "no" FALSE
"20667" "UjAj7SjUQg8znkwk_gaDJw" 3.5 -115.173315048658 36.105830026306 "NV" TRUE FALSE "no" FALSE
"20668" "O_e8Njjuife8zBOuqePWZw" 4 -112.0565795 33.5083316 "AZ" TRUE FALSE "no" TRUE
"20670" "uRxwf14ZSZCD_L0GEAdWaA" 4 -73.7873706673169 45.5891368349819 "QC" TRUE TRUE "free" TRUE
"20672" "GIIjpqCC9qlFlFXZwROLzg" 4 -115.2899561 36.0755982 "NV" TRUE FALSE "free" FALSE
"20675" "msn1dd2YDQgBWrlx_hQYgA" 3.5 -115.18644 36.11881 "NV" TRUE FALSE "paid" FALSE
"20676" "-hWBlyI2k95yjU-cgwCKJg" 4.5 -112.038645297289 33.5960499197245 "AZ" TRUE TRUE "no" FALSE
"20677" "nrnnVdMNJHn8H1FtcKeybg" 3.5 -115.169379955551 36.1025073070055 "NV" TRUE TRUE "free" FALSE
"20679" "aTqFeIRwtjCBSMJ8uzAoIA" 2.5 -111.740182965943 33.3780001463306 "AZ" TRUE FALSE "free" TRUE
"20681" "RFmX3dUcMs50rHy5jfpsCQ" 3.5 -111.9222691 33.5840139 "AZ" TRUE FALSE "no" FALSE
"20683" "CS7vUewTO-AVTN1jMTnXUg" 4.5 -114.979859 35.999769 "NV" FALSE TRUE "free" TRUE
"20684" "uVmXLy5PxF1fdHpYwUtx-Q" 2 -112.135551162064 33.3782173669002 "AZ" TRUE FALSE "no" FALSE
"20688" "sJ9omljhmwCOtwYEQ-kbnA" 4 -115.150967 36.105948 "NV" TRUE TRUE "no" TRUE
"20689" "dcoG-HYQEAgvFzcBtQb_yg" 4.5 -111.724168 33.381279 "AZ" TRUE TRUE "free" TRUE
"20693" "PhzATk8aYydq9E0Aj4-fwA" 3 -79.9255199 40.4592086 "PA" TRUE FALSE "no" TRUE
"20694" "nTBXq_Dwk092aprpji8wIw" 5 -112.08354 33.571532 "AZ" TRUE TRUE "no" TRUE
"20695" "s2HE1NZB6dG0wQiKZvrc7Q" 3.5 -112.340562973155 33.4673575576508 "AZ" TRUE TRUE "no" TRUE
"20696" "Zu8SnDo9MybuebSOTevT9g" 4.5 -89.463177 43.192395 "WI" TRUE FALSE "free" FALSE
"20697" "DjhiChCqDdp3MZgF9bua4A" 3.5 -73.6056541 45.5630874 "QC" FALSE TRUE "no" FALSE
"20698" "stPGLQ8-zTCnAWcp-PgBGA" 4.5 -80.793308 35.038718 "NC" TRUE TRUE "free" TRUE
"20699" "qubEwKUWBMXGFFNFbboPRw" 2.5 -111.8259115 33.2926492 "AZ" TRUE FALSE "paid" TRUE
"20702" "MCS_VDkcxPRWcZ7kl_c39Q" 4 -115.07982635498 36.1803169250488 "NV" TRUE FALSE "no" FALSE
"20705" "KQof0faM47VWDoZ2BnwLIg" 4.5 -80.852472 35.2 "NC" TRUE FALSE "free" FALSE
"20706" "C70R_7VBmd4WHCZp1B9i1A" 4 -89.4015806 43.0676801 "WI" TRUE FALSE "no" FALSE
"20707" "_4_Qn9WZVwofeaqjgQG2Zw" 3.5 -80.8410940691829 35.2225852263071 "NC" FALSE TRUE "free" TRUE
"20713" "3W3e6nbSxePT4ctJGkljZQ" 3 -115.118609815836 36.0162144899368 "NV" TRUE FALSE "free" FALSE
"20715" "noaKqyRwXTW4__8p4h5ZSw" 3.5 -111.9058448 33.6718774 "AZ" TRUE TRUE "free" TRUE
"20717" "kLG4KMBof8CsTsR-jRDPqg" 4.5 -112.0308358 33.4872924 "AZ" TRUE TRUE "no" FALSE
"20719" "oCgA6kdDf7EDHaRW6FRUlA" 4 -115.118054364 36.0181306467 "NV" TRUE FALSE "no" TRUE
"20721" "fYcgoaF_A1AYdfiybiv8cA" 4.5 -111.8423531 33.3029033 "AZ" TRUE FALSE "free" FALSE
"20723" "PbfrZVqGWDVWklKKxmVkzw" 4 -115.1702465 36.1237978 "NV" TRUE TRUE "free" FALSE
"20724" "dt2JuMHepQgj07CtYqRLeg" 4 -80.6520963 35.1236635 "NC" TRUE FALSE "free" FALSE
"20727" "j5unzmdCDtkJyFrGPEF1qQ" 3.5 -80.7489222165452 35.3024775581946 "NC" TRUE FALSE "no" FALSE
"20729" "nP_-BYWSPNEeVY7L2tSojw" 3.5 -79.957556 40.439681 "PA" TRUE FALSE "no" FALSE
"20730" "kTrg34jUmr40IOseNUfjfA" 4.5 -115.090932 36.114355 "NV" TRUE TRUE "no" FALSE
"20731" "lHRc-t5EmkY9ejWixFyiDQ" 3.5 -115.307339 36.1143902 "NV" TRUE FALSE "no" FALSE
"20734" "-tiT0PFDzzjkKIXOemmOpw" 5 -73.5908202 45.5202801 "QC" TRUE FALSE "free" TRUE
"20735" "7SQRzfxsgeOPUEMOrJhMFg" 4 -80.84119 35.228915 "NC" TRUE TRUE "no" TRUE
"20738" "tsaEEbTVKdWUJRwKJyi34g" 4 -111.994291217722 33.6417709361127 "AZ" TRUE TRUE "free" TRUE
"20739" "qIf8B35pxIv3JObHkNje4w" 3 -111.9269465 33.4422844 "AZ" TRUE FALSE "no" FALSE
"20740" "LA6jkvNkkSxDPaIrI02iAg" 4.5 -111.9222691 33.5840139 "AZ" TRUE TRUE "no" TRUE
"20741" "YO-hq425916TWm4Rj2-Y-A" 3.5 -115.0638089 36.1674569 "NV" TRUE FALSE "no" TRUE
"20743" "beLBiUPst9nClMbOQMIaQQ" 4.5 -115.119841 36.069088 "NV" TRUE TRUE "no" TRUE
"20744" "MOye61Ou7gMl680BpsvDiQ" 3.5 -111.926205579045 33.5335199017507 "AZ" TRUE FALSE "free" TRUE
"20745" "APxpGV0LvfJ1fEsKAnGymQ" 4.5 -111.634101 33.250316 "AZ" TRUE FALSE "no" TRUE
"20747" "ONHAq_VRqJrzLSjnmYeDUg" 4.5 -115.2781946 36.1084634 "NV" TRUE FALSE "free" FALSE
"20748" "UWO2DlgF5rtnwsuluZCkJg" 4.5 -80.937302 35.305157 "NC" FALSE TRUE "free" TRUE
"20749" "Hj07HBtWfMPjtMGB1cFZvA" 3 -89.518776498735 43.0609838524263 "WI" TRUE FALSE "no" TRUE
"20755" "zSbPlRiHLaWlpcnqYDtCrQ" 3 -73.5794768 45.4938259 "QC" FALSE TRUE "no" FALSE
"20756" "ue27utVn47spL_HCkKBjqA" 4 -115.181590095162 36.1073888656092 "NV" TRUE FALSE "free" FALSE
"20758" "LpilrvRsf8VQ9r5L9mmySA" 4.5 -112.289425134659 33.4931464900529 "AZ" TRUE FALSE "free" FALSE
"20761" "2WHP5nhS1rFszfRBKe6fWQ" 4 -111.757415 33.3042699 "AZ" TRUE TRUE "no" TRUE
"20764" "F5eNGJLygRhvKVuWbsCItQ" 2.5 -73.5788977 45.4807552 "QC" TRUE FALSE "no" FALSE
"20765" "BMl0s3R8_M7ux2TQgAqE_g" 4.5 -111.855760173016 33.3905280311821 "AZ" TRUE FALSE "no" TRUE
"20767" "JaZXAfoAGDoFMC8jMSa4mA" 4.5 -73.6019498 45.5356238 "QC" TRUE TRUE "free" TRUE
"20769" "8-Oq4R1k26rszAJPGqPmHg" 4 -115.198027 36.127498 "NV" TRUE TRUE "free" FALSE
"20770" "Cqwc3vEwBfACCxmzwcwc5Q" 5 -73.6602283153047 45.5344935564267 "QC" TRUE TRUE "no" TRUE
"20772" "BVgnavF-B0wxQhP7wJTAVg" 4.5 -89.3260826 43.0698053 "WI" TRUE FALSE "free" TRUE
"20775" "GvG0AuOhjbME0nUXMwVCjA" 4 -111.875935792923 33.3372575073559 "AZ" TRUE TRUE "no" TRUE
"20776" "H-n_ldCI3Q16rLVJsAxRMg" 4 -115.121729895473 36.0422862321138 "NV" TRUE TRUE "no" TRUE
"20777" "Cvfi5N4zR9G05Pbg-Ud-KQ" 3.5 -115.331591073059 36.1606854895131 "NV" TRUE FALSE "free" FALSE
"20779" "0iZBk8n6Do6-488w9qCnYg" 3.5 -115.224425308406 36.1130978745117 "NV" TRUE FALSE "free" FALSE
"20780" "wi2JCjaEob10YvC2TbTxhQ" 4.5 -79.995074 40.437655 "PA" TRUE FALSE "free" TRUE
"20781" "9kWnvBSD2AJ2liXnvGbW1g" 3 -111.921058107567 33.636818718583 "AZ" TRUE FALSE "free" FALSE
"20784" "Wxm9S9k2BC6ILZ9o6tJO_A" 3 -111.999244987965 33.434193996158 "AZ" FALSE FALSE "no" FALSE
"20785" "aeF8Uoh6zPqg6hZrtVsFhg" 4 -111.8643936 33.6391923 "AZ" TRUE FALSE "no" TRUE
"20786" "qcm7pfIdNn9XBuPEtoogbw" 4 -112.058056754014 33.5508545180918 "AZ" TRUE TRUE "no" FALSE
"20787" "_eymim7Di9WjVOxT4OSnjg" 4 -112.0742088 33.4480348 "AZ" TRUE FALSE "free" FALSE
"20789" "a_orK6sZLX-zVZqqM_hAwg" 3.5 -73.5999275871862 45.5244506417298 "QC" TRUE TRUE "free" TRUE
"20790" "AvJY4a1zZ-fWnxO2RuUDSQ" 5 -80.778819 35.249536 "NC" TRUE FALSE "free" FALSE
"20793" "8Q_xQUTC1ZrBwWOlv7yCOg" 4 -80.817326 35.220652 "NC" TRUE FALSE "free" TRUE
"20794" "r4P8bKmZVl-0Hs0G2hT_Mg" 4 -80.5011796 43.4538069 "ON" TRUE TRUE "no" FALSE
"20796" "PPBDNpDQvakdOL5KhZGOGA" 4 -111.926276476048 33.5282184125772 "AZ" TRUE TRUE "free" TRUE
"20798" "tcn6SVQRyEu3aa2KktRR9g" 3.5 -111.8756357 33.3619794 "AZ" TRUE FALSE "no" FALSE
"20800" "Jgq3orKuIsHINWt2UFASpQ" 3 -115.1067783 36.0024846 "NV" TRUE FALSE "free" TRUE
"20801" "q5WYH27RJoNt_yFLNXIThw" 4 -115.029916 36.030262 "NV" TRUE FALSE "no" TRUE
"20803" "4uw7hu2GK1AY4KOFHU4crw" 3 -112.074924 33.484149 "AZ" TRUE FALSE "no" FALSE
"20804" "GES3mTa-qNjZb3EWXE-jkQ" 4 -111.8314733 33.4153828 "AZ" TRUE TRUE "free" TRUE
"20809" "KiLWYjtTcSL0kc8l3odQlA" 4 -79.969291 40.42746 "PA" TRUE TRUE "free" FALSE
"20811" "4ntvolhaYeSCbHY1dhA53A" 4 -115.1727833 36.1176611 "NV" FALSE TRUE "free" FALSE
"20816" "crt6xd0yvBzk4ayuYta8eA" 3.5 -115.217166329317 36.115268028896 "NV" TRUE TRUE "no" TRUE
"20817" "BNV8ZXfZjB_a3sHMxo5xog" 3.5 -115.21350402385 36.1262297010965 "NV" TRUE FALSE "no" FALSE
"20820" "tKtqHXncUh0L0mjDrjN70g" 4.5 -111.8778341 33.3765345 "AZ" TRUE TRUE "no" TRUE
"20821" "1zaHqoc7FyzQW3idhf4q2A" 4 -111.911530281632 33.3488396532129 "AZ" TRUE FALSE "no" FALSE
"20822" "vDeUfhKqA3yAEARq_a6dPA" 3.5 -115.259224 36.16771 "NV" TRUE FALSE "free" TRUE
"20826" "oly8HWl0MtuioFWKPINIFg" 3.5 -111.883427627007 33.3052988969449 "AZ" TRUE TRUE "no" FALSE
"20827" "aplrc7fN1tCcBUo8Vt_1zQ" 4.5 -115.2234859 36.1255279 "NV" TRUE FALSE "no" TRUE
"20830" "Tn5Rbb_zehQL44WpytV_rg" 4.5 -80.019299 40.438556 "PA" FALSE TRUE "no" FALSE
"20831" "4AAS4kuhCmjRmOYlXzfWPg" 3.5 -73.6542704 45.4942078 "QC" TRUE TRUE "no" TRUE
"20832" "ouhhDrpLqsFVPqy0x-lr0A" 3.5 -80.0828363 40.3988212 "PA" TRUE FALSE "free" FALSE
"20833" "cUtbVDH3R1YboFCDoufYCQ" 4.5 -111.860093 33.340281 "AZ" TRUE TRUE "free" FALSE
"20834" "E5VuNznnNSErPPncq0OXoA" 4.5 -111.9209828 33.5013371 "AZ" TRUE TRUE "free" FALSE
"20835" "Ze8z1pg1IdO7oWR4uFnDig" 4.5 -73.604381 45.545042 "QC" TRUE FALSE "no" FALSE
"20837" "wNAjDzXEYmPyhzwpGvTY_w" 4.5 -73.6081057 45.5306524 "QC" TRUE FALSE "free" FALSE
"20844" "qPweoC5UlERfrZ4EhCS1Nw" 4.5 -112.2649531 33.5359222 "AZ" TRUE FALSE "free" TRUE
"20846" "10RoUv7N_K3amPyJ3Ao2YQ" 3.5 -111.9547806 33.8278117683641 "AZ" TRUE FALSE "no" TRUE
"20847" "zNQgmtxU17hOc5wY5ekqRw" 3 -111.996967227712 33.4374021100746 "AZ" TRUE FALSE "no" FALSE
"20849" "L-g066BzP_MPRJOWwtr-6g" 4 -80.9927701 35.0482744 "SC" TRUE FALSE "no" TRUE
"20850" "jgkT9RA3OCBqgniWCkwLrA" 4 -115.351527129034 36.1593346922134 "NV" TRUE FALSE "free" TRUE
"20851" "DnsBFSBAlIVsQ7u_ZUWdCQ" 3 -115.281377995424 36.2190423450234 "NV" TRUE FALSE "free" FALSE
"20852" "8ktREOIxt3kRdJpJK7jpfA" 5 -112.0651774 33.5753082 "AZ" TRUE FALSE "no" TRUE
"20854" "FcBIKYJ2HHLMScsnw5JRAg" 5 -112.0985501 33.4511439 "AZ" TRUE FALSE "free" TRUE
"20855" "qQw1b6f6eLu3pmVDLw3e3Q" 2.5 -111.94049 33.423411 "AZ" TRUE FALSE "free" FALSE
"20856" "AT8GGyW0MaNVHiGQ1VQ_QA" 4.5 -73.5808916 45.4924574 "QC" TRUE TRUE "no" FALSE
"20857" "Z98h1BhssZeFfZvcVTYOpw" 3 -111.826084 33.434384 "AZ" TRUE TRUE "free" TRUE
"20858" "CW8Iol4tvV2JYfty0MyXzw" 5 -73.5769079625607 45.5018209301633 "QC" TRUE FALSE "no" FALSE
"20859" "wfwIbtSalxJ7wlzUVDYFsQ" 4 -80.856801 35.117274 "NC" TRUE TRUE "no" TRUE
"20860" "6rslVSaz9_ci880ftimCIw" 5 -112.0832624 33.4968283 "AZ" TRUE FALSE "no" TRUE
"20861" "nmo_Kbv1H2eOuXmhB3M6kA" 3.5 -111.978471 33.583264 "AZ" TRUE FALSE "no" FALSE
"20863" "ONV_6efcOjJBQczeqIqHPQ" 3.5 -111.876690594835 33.6201270898661 "AZ" TRUE FALSE "no" FALSE
"20865" "UEyXv6C3CyxVYmxRDWYgUQ" 4 -115.275792 36.143431 "NV" TRUE FALSE "free" FALSE
"20868" "f1M7J3_GALq_hadsLaeGRg" 4 -112.07453918457 33.4798736572266 "AZ" TRUE TRUE "paid" TRUE
"20872" "00LMJtMir-rfTDOIKFA_jg" 3 -115.192994932536 36.1144380450218 "NV" TRUE FALSE "no" FALSE
"20873" "0xSf8B4DBEk8ecV7YYXVUw" 3.5 -115.168640854605 36.1222054182422 "NV" TRUE FALSE "no" FALSE
"20874" "NQYmoIHO5llXUlkVCgPglA" 2 -112.048027 33.484011 "AZ" TRUE FALSE "no" FALSE
"20875" "HWaTBilVIt9Om4X0SG_c7g" 3.5 -111.9244348 33.4072285 "AZ" TRUE TRUE "no" FALSE
"20876" "p13qH8oFAXmwKxhZlpuCKw" 4.5 -111.925763 33.319526 "AZ" TRUE TRUE "free" TRUE
"20878" "Y16hUpN1-bEY5rckwdEG8w" 4 -115.244444684829 36.0460114876467 "NV" TRUE TRUE "no" TRUE
"20884" "cXpMb3aCwMUsWikcXL7qJQ" 4.5 -80.5361590906978 43.4725838197356 "ON" TRUE FALSE "no" FALSE
"20885" "aj7NCTh1yVAPeaAuwWVydw" 3 -80.8431267 35.2270869 "NC" TRUE FALSE "no" FALSE
"20887" "Jak5p86l1uH0ZJLkarAdfg" 4 -112.063632861405 33.6561019405481 "AZ" TRUE TRUE "no" TRUE
"20888" "rY8lpy1hOn9cejD-CXoebw" 4 -111.926297635094 33.320376001876 "AZ" TRUE FALSE "no" TRUE
"20889" "e3M8E7IdGR69QTh63NdTEw" 4.5 -112.7980341 33.2774259 "AZ" TRUE FALSE "free" TRUE
"20891" "MYFMzimIJmrzKYmohLSz7w" 4 -115.0912939 36.1290404 "NV" TRUE FALSE "free" TRUE
"20893" "f0PiGh5aBV15cNCYrnsW6w" 5 -112.0094532 33.4508289 "AZ" TRUE FALSE "no" TRUE
"20895" "9I7aN_mAByif-jstzclb4Q" 3.5 -111.9978273 33.4352284 "AZ" TRUE FALSE "free" FALSE
"20896" "daagUz2XiaE5Rjfy2FxMZA" 2.5 -111.969372828122 33.3047606839038 "AZ" TRUE FALSE "no" FALSE
"20898" "kT_7_6nj39hV7o98c8WLbA" 3 -111.9779084 33.6278262 "AZ" TRUE FALSE "free" TRUE
"20900" "wngi59KtCh8cy7o4crWj0A" 4.5 -111.9949239 33.4148655 "AZ" TRUE FALSE "free" TRUE
"20901" "pzABWy-4UwT6GJycr42G5w" 4.5 -115.114932842553 36.114116010177 "NV" TRUE FALSE "free" FALSE
"20903" "clGb_HhvbCjFBTiYXOjdWQ" 3 -115.144887116382 36.1687055835541 "NV" TRUE TRUE "no" FALSE
"20904" "YUF10BZVW4aQUe_NxOleyg" 4 -111.8212783 33.3359143 "AZ" TRUE TRUE "free" FALSE
"20905" "IjhfUYq7ipHUfm8GeMTJnA" 4 -115.2003327 36.115417 "NV" TRUE TRUE "no" FALSE
"20906" "z49aOi7flFdXBXbC58QJvg" 4 -112.068953 33.459054 "AZ" FALSE TRUE "free" FALSE
"20907" "uRKu7ipZBW6VLaKfpnMXxA" 3.5 -115.101392380893 36.0860009752715 "NV" TRUE TRUE "free" FALSE
"20908" "PbU2ovpaPWIOeb_CkUqyDQ" 3 -111.715082 33.604856 "AZ" TRUE TRUE "free" TRUE
"20911" "uBDX9mlC9FZqhgguVyGrnQ" 4 -111.8412547 33.3885294 "AZ" TRUE TRUE "no" TRUE
"20912" "jEOcq5m0y5IDohxgpRkfZw" 3 -80.5573864 43.4354412 "ON" TRUE FALSE "no" FALSE
"20913" "2atLDbC-U_UupPqpz2qYDQ" 4 -111.923177 33.500515 "AZ" TRUE TRUE "free" TRUE
"20914" "hvER_zW13VMzZQORJTvm_w" 4.5 -111.860917 33.336426 "AZ" TRUE FALSE "free" TRUE
"20915" "EHqChEfbeXbaDwzOACISxg" 3.5 -111.944757559011 33.3487509109657 "AZ" TRUE FALSE "free" TRUE
"20918" "ke4Z0EyWNoapfLnXEvheVw" 4 -115.117928870022 36.0175210530149 "NV" TRUE FALSE "free" TRUE
"20920" "IN__mhH_FM4sMtAGWjxUKg" 4 -73.5674101 45.4568604 "QC" TRUE FALSE "no" FALSE
"20921" "bQbaiw69FRbxg-Su3QBNYw" 3.5 -111.924666748835 33.5836336333125 "AZ" TRUE FALSE "no" TRUE
"20924" "M2XYECrSDgjbdVsLR0hJ6w" 3.5 -112.0653473 33.5194664 "AZ" TRUE TRUE "free" FALSE
"20927" "aj2FShIkWIm1i1qnTljP6w" 4 -115.243406966329 36.1305251599811 "NV" TRUE TRUE "free" TRUE
"20928" "bZReunQUclSYApawpe787g" 4.5 -115.251523 36.159616 "NV" TRUE FALSE "no" FALSE
"20929" "QRkwEMoYWuT_uTqBfT1kbw" 4.5 -112.0730792 33.567471 "AZ" TRUE FALSE "no" TRUE
"20930" "_UOaoy1lcdIbgaA-d9dqpg" 3 -111.8913939 33.6396513 "AZ" TRUE FALSE "free" TRUE
"20931" "NqV89VQBV9kvUaA7a8F-tg" 4 -89.3899215012789 43.0745169945835 "WI" TRUE FALSE "no" FALSE
"20932" "fk4VmHeqFOghZOKZo7UVCg" 4 -111.9362088 33.3782143 "AZ" TRUE FALSE "no" TRUE
"20933" "qaobpDQo3Si-EIxhIJKfCQ" 4.5 -115.298747979105 36.1158069150255 "NV" TRUE FALSE "no" TRUE
"20936" "WZNU4bQJJHr3p4SjnjVrkg" 4 -111.8772093 33.5394763 "AZ" FALSE FALSE "free" FALSE
"20938" "fwYujhi514Ie5GsdIZsa2g" 4 -111.986166 33.510484 "AZ" TRUE FALSE "no" FALSE
"20940" "5D0-L_6Or9OWHiPb1lS3ww" 3.5 -80.9365059435368 35.0924290234079 "SC" TRUE TRUE "free" TRUE
"20944" "9gOBcfarkqeoCl1OBjMpZQ" 4.5 -115.134967 36.013806 "NV" TRUE TRUE "no" FALSE
"20945" "reHCnKSKrq32KkcPMRttUg" 4 -3.1937055 55.9499567 "EDH" TRUE TRUE "no" TRUE
"20946" "ylCLWOLH7eAi2aEtsS9I-Q" 4.5 -115.2089199 36.2472804 "NV" TRUE TRUE "no" TRUE
"20947" "_vXXcs_ej_u3sS-YY1CKMg" 4.5 -111.9231353 33.8256769 "AZ" TRUE TRUE "no" TRUE
"20948" "WM46tJ53UYbpOz4hauboMg" 4 -115.256147 36.19697 "NV" TRUE FALSE "no" TRUE
"20949" "OsMRIq2-M9jMVVPFiqp4sA" 4 -115.173600242272 36.1049221142345 "NV" TRUE FALSE "no" FALSE
"20951" "eQHVuMuTgFY9VuGu3WySyA" 3.5 -111.9496949 33.4075568 "AZ" TRUE FALSE "free" FALSE
"20952" "ateowLnq6kpgNNWHzCDByQ" 3.5 -115.1726 36.118793 "NV" TRUE TRUE "no" FALSE
"20953" "nm_8Rvp1zesScUY1tMvvXg" 4 -111.8417105 33.3110891 "AZ" TRUE FALSE "no" TRUE
"20955" "YPLuTiEIrkVGxfxzuq54FA" 4 -88.2217281018343 40.1068226779779 "IL" TRUE FALSE "no" TRUE
"20956" "ZOcfu9B5657he_gBXVeIcQ" 3.5 -115.1767584 36.1044875 "NV" FALSE TRUE "no" FALSE
"20958" "0IV5L36XeQShzWiUhom9bQ" 4 -115.1353976 36.0416591 "NV" TRUE FALSE "no" TRUE
"20960" "8K79GC8Vgj8zYMzWy4H7mg" 4 -112.393821716309 33.4577293395996 "AZ" TRUE FALSE "no" FALSE
"20962" "tFPN713LPJi7MQpErUCKmw" 3.5 -111.983462199569 33.5994905233383 "AZ" TRUE FALSE "no" TRUE
"20965" "4eqw9xCbCmNQPV-AQJcXPg" 4 -115.1542695 36.1186973 "NV" TRUE TRUE "free" TRUE
"20967" "EK0Jlhk11QsDDK5od4_lLQ" 3 -111.725486755371 33.416130065918 "AZ" TRUE TRUE "free" TRUE
"20969" "lOEID_C1nG6wkTG_-tZMow" 2.5 -111.9264039 33.494768 "AZ" TRUE FALSE "paid" TRUE
"20970" "LjW3-zIl9z8JGrPe6ub0ng" 3.5 -115.119369506836 36.0853424072266 "NV" TRUE FALSE "no" TRUE
"20972" "uQni9zWYFcz7LUn2_hIdDQ" 4 -111.842025756836 33.3020248413086 "AZ" TRUE FALSE "free" FALSE
"20973" "gVofU6nJoRRVMEt4a5gPnQ" 4.5 -89.4575078040361 43.0153289437294 "WI" TRUE TRUE "no" FALSE
"20979" "B3RkSg07k34GZ3azao4CRw" 5 -111.935203074158 33.4250152611538 "AZ" FALSE FALSE "free" FALSE
"20980" "rQruj9he537QGhhaZT_aBw" 4.5 8.416046 49.004985 "BW" TRUE TRUE "no" FALSE
"20981" "w96i8rUWqwWCQ469THDcSw" 3.5 -112.098773430688 33.5242746383451 "AZ" TRUE FALSE "no" FALSE
"20982" "tFWuvLflDDvTdypS_vdfNA" 4 -115.189211 36.095691 "NV" TRUE TRUE "free" TRUE
"20983" "ka8jpDoaKjCBSpBP8OvERA" 3.5 -79.9648354 40.4272412 "PA" TRUE TRUE "no" FALSE
"20986" "xNpCyxm1nD82gxGQ-WFDIw" 4.5 -115.2515385 36.1594235 "NV" TRUE FALSE "free" TRUE
"20987" "61KIRAhuBo2qECDMoG-T5Q" 4 -115.2073833 36.071207 "NV" TRUE FALSE "free" TRUE
"20989" "LloIdJMbazf7EGKI_K0B8w" 3.5 -80.8059624955058 35.0346598708703 "NC" TRUE TRUE "free" TRUE
"20990" "auUKSSOujnrS1kha7a_yIg" 3.5 -111.991400532424 33.3204408111891 "AZ" TRUE FALSE "no" TRUE
"20992" "sL6grE_9RevOdLgCM-hGOg" 4 -112.096415 33.451644 "AZ" TRUE TRUE "free" TRUE
"20993" "bdTzNQ18wfPbyiXHJKL1dg" 4.5 -115.08226454258 36.070010215044 "NV" TRUE FALSE "no" FALSE
"20995" "jPWRN9UqcHS5e4cCsqTnyA" 4.5 -115.1090211 36.128641 "NV" TRUE FALSE "no" TRUE
